objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
wBEU5gu6HG,MOOSPMPSParser,1686960060,4.4,4.4,3.43,5.55,5.55,4.01,4.32,6.42,6.42,4.48,949.62,268.37,2092735.88,30.06,26.85,2.32,27.29,27.36,0.89,0.62,27.37,0.55,33.2,32.5,45.876,42,e00fce68a145996ae3d821b8,2023-06-17 00:01:01.850000+00:00,2023-06-17T00:01:02.079Z,2023-06-17T00:01:02.079Z
GFqJcFG0Jh,MOOSPMPSParser,1686960060,3.31,3.31,3.07,5.06,5.06,3.34,3.42,5.85,5.85,3.45,1006.92,262.79,8824.21,39.58,24.3,3.0,24.45,24.47,1.0,0.6,24.48,0.54,33.6,31.1,65.562,42,e00fce68f8f5a1da595c7249,2023-06-17 00:01:02.795000+00:00,2023-06-17T00:01:02.985Z,2023-06-17T00:01:02.985Z
EMVbOM9YBF,MOOSPMPSParser,1686960660,3.68,3.68,2.76,4.82,4.82,3.13,3.31,5.67,5.67,3.4,864.36,240.36,2092956.0,26.94,21.69,2.04,21.96,21.99,0.88,0.7,22.0,0.53,33.1,24.1,47.729,42,e00fce68a145996ae3d821b8,2023-06-17 00:11:01.781000+00:00,2023-06-17T00:11:01.978Z,2023-06-17T00:11:01.978Z
dngmyyTbB8,MOOSPMPSParser,1686960660,3.57,3.57,3.06,5.59,5.59,3.32,3.39,6.65,6.65,3.42,1078.0,280.27,9047.6,38.74,24.29,4.49,24.43,24.45,1.3,0.71,24.45,0.5,33.5,31.4,66.901,42,e00fce68f8f5a1da595c7249,2023-06-17 00:11:02.492000+00:00,2023-06-17T00:11:02.691Z,2023-06-17T00:11:02.691Z
lFd9CYWxtg,MOOSPMPSParser,1686961260,3.03,3.03,2.46,3.92,3.92,2.69,2.77,4.39,4.39,2.81,758.99,207.58,2093121.88,20.17,19.47,1.46,19.61,19.63,0.56,0.34,19.64,0.55,33.4,24.0,49.342,42,e00fce68a145996ae3d821b8,2023-06-17 00:21:01.856000+00:00,2023-06-17T00:21:02.126Z,2023-06-17T00:21:02.126Z
YQ6TBZrIjS,MOOSPMPSParser,1686961260,2.43,2.43,2.29,3.77,3.77,2.49,2.54,4.61,4.61,2.56,840.07,221.3,9223.72,30.89,18.17,2.34,18.27,18.29,1.16,0.71,18.29,0.5,33.7,27.1,61.704,42,e00fce68f8f5a1da595c7249,2023-06-17 00:21:02.586000+00:00,2023-06-17T00:21:02.807Z,2023-06-17T00:21:02.807Z
lFkZoJPPhd,MOOSPMPSParser,1686961860,2.89,2.89,2.91,3.71,3.71,3.25,3.38,4.27,4.27,3.45,761.24,202.62,2093293.62,20.46,22.97,1.29,23.2,23.23,0.62,0.37,23.24,0.55,33.4,26.6,51.125,42,e00fce68a145996ae3d821b8,2023-06-17 00:31:01.681000+00:00,2023-06-17T00:31:01.868Z,2023-06-17T00:31:01.868Z
VqV4ngJrvG,MOOSPMPSParser,1686961860,2.39,2.39,2.41,3.97,3.97,2.61,2.66,4.5,4.5,2.69,842.77,219.69,9411.14,34.53,19.09,2.78,19.2,19.22,0.7,0.41,19.22,0.52,33.6,29.7,61.929,42,e00fce68f8f5a1da595c7249,2023-06-17 00:31:02.747000+00:00,2023-06-17T00:31:02.982Z,2023-06-17T00:31:02.982Z
pSuUb9kPbs,MOOSPMPSParser,1686962461,3.41,3.41,3.14,4.4,4.4,3.4,3.47,5.04,5.04,3.5,827.98,232.55,2093498.25,24.09,24.93,1.46,25.07,25.09,0.58,0.48,25.1,0.55,33.5,27.4,51.116,42,e00fce68a145996ae3d821b8,2023-06-17 00:41:01.781000+00:00,2023-06-17T00:41:01.988Z,2023-06-17T00:41:01.988Z
YTrcW1GbMH,MOOSPMPSParser,1686962460,2.79,2.79,2.46,4.22,4.22,2.69,2.76,4.81,4.81,2.8,923.48,239.01,9595.21,32.94,19.48,2.46,19.62,19.63,0.73,0.32,19.64,0.51,33.5,27.9,61.648,42,e00fce68f8f5a1da595c7249,2023-06-17 00:41:02.574000+00:00,2023-06-17T00:41:02.766Z,2023-06-17T00:41:02.766Z
yiYGGuuDX9,MOOSPMPSParser,1686963061,3.33,3.33,2.92,4.34,4.34,3.22,3.33,4.89,4.89,3.39,813.85,232.08,2093696.88,25.37,23.07,1.72,23.26,23.29,0.53,0.18,23.29,0.55,33.1,29.7,51.319,42,e00fce68a145996ae3d821b8,2023-06-17 00:51:01.832000+00:00,2023-06-17T00:51:02.077Z,2023-06-17T00:51:02.077Z
KpSDyFDSMz,MOOSPMPSParser,1686963060,2.82,2.82,2.79,4.33,4.33,3.01,3.06,4.91,4.91,3.08,921.79,239.08,9792.62,33.15,22.12,2.65,22.24,22.25,0.82,0.47,22.26,0.52,33.4,29.8,61.672,42,e00fce68f8f5a1da595c7249,2023-06-17 00:51:02.816000+00:00,2023-06-17T00:51:02.986Z,2023-06-17T00:51:02.986Z
