objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
zBhzpMcyHD,MOOSPMv3Parser,1743379200,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,408.0,117.0,49736,13.0,7.0,1.0,7.0,7.0,21.0,49.0,7.0,0.0,21,24.0,50,44.0,510.583,71.0,1.0,36.785339,-119.773102,85.477997,5,600,58,3,e00fce6856818e5885f65487,2025-03-31 00:00:00.281000+00:00,2025-03-31T00:00:00.527Z,2025-03-31T00:00:00.527Z
bPE91vF78L,MOOSPMv3Parser,1743379201,0.0,0.0,6553.5,0.03,0.03,6553.5,6553.5,0.03,0.03,6553.5,97.95,28.81,10726160,1.64,6553.5,0.13,6553.5,6553.5,19.4,57.3,6553.5,65.54,0,327.7,0,655.3,36.291,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2025-03-31 00:00:01.855000+00:00,2025-03-31T00:00:02.104Z,2025-03-31T00:00:02.104Z
BGe3g6jUHb,MOOSPMv3Parser,1743379800,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,407.0,116.0,49743,13.0,8.0,0.0,8.0,8.0,21.0,50.0,8.0,0.0,21,24.0,51,45.0,510.244,87.0,1.0,36.785419,-119.773148,68.981003,7,600,58,3,e00fce6856818e5885f65487,2025-03-31 00:10:00.030000+00:00,2025-03-31T00:10:00.281Z,2025-03-31T00:10:00.281Z
E3hETIPFbL,MOOSPMv3Parser,1743379801,0.04,0.04,6553.5,0.06,0.06,6553.5,6553.5,0.06,0.06,6553.5,105.09,30.38,10732816,2.91,6553.5,0.1,6553.5,6553.5,19.4,57.6,6553.5,65.54,0,327.7,0,655.3,36.293,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2025-03-31 00:10:01.936000+00:00,2025-03-31T00:10:02.151Z,2025-03-31T00:10:02.151Z
vdm7b2mIgO,MOOSPMv3Parser,1743380400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,365.0,104.0,49750,12.0,7.0,0.0,7.0,7.0,21.0,50.0,7.0,0.0,22,24.0,49,45.0,510.216,89.0,1.0,36.785473,-119.77317,48.403999,7,600,58,3,e00fce6856818e5885f65487,2025-03-31 00:20:00.167000+00:00,2025-03-31T00:20:00.346Z,2025-03-31T00:20:00.346Z
fxNo5PosSp,MOOSPMv3Parser,1743380401,0.0,0.0,6553.5,0.02,0.02,6553.5,6553.5,0.02,0.02,6553.5,89.57,25.78,10739472,2.38,6553.5,0.18,6553.5,6553.5,19.2,57.7,6553.5,65.54,0,327.7,0,655.3,36.288,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2025-03-31 00:20:01.850000+00:00,2025-03-31T00:20:02.015Z,2025-03-31T00:20:02.015Z
DqUWJWPBcg,MOOSPMv3Parser,1743381000,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,412.0,118.0,49757,13.0,8.0,0.0,8.0,8.0,21.0,52.0,8.0,0.0,21,23.0,52,46.0,510.198,92.0,1.0,36.785416,-119.773102,71.846001,6,600,58,3,e00fce6856818e5885f65487,2025-03-31 00:30:00.102000+00:00,2025-03-31T00:30:00.353Z,2025-03-31T00:30:00.353Z
dNol1Or7zv,MOOSPMv3Parser,1743381001,0.0,0.0,6553.5,0.0,0.0,6553.5,6553.5,0.0,0.0,6553.5,66.71,17.92,10746128,1.32,6553.5,0.0,6553.5,6553.5,18.9,57.9,6553.5,65.54,0,327.7,0,655.3,36.464,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2025-03-31 00:30:01.706000+00:00,2025-03-31T00:30:01.918Z,2025-03-31T00:30:01.918Z
x3dMys41ZU,MOOSPMv3Parser,1743381600,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,391.0,111.0,49763,11.0,8.0,1.0,8.0,8.0,20.0,54.0,8.0,0.0,20,22.0,53,49.0,509.943,83.0,1.0,36.785404,-119.77314,80.497002,7,600,58,3,e00fce6856818e5885f65487,2025-03-31 00:40:00.089000+00:00,2025-03-31T00:40:00.328Z,2025-03-31T00:40:00.328Z
Rnd2TPYsCI,MOOSPMv3Parser,1743381601,0.0,0.0,6553.5,0.0,0.0,6553.5,6553.5,0.0,0.0,6553.5,58.48,15.65,10752784,1.09,6553.5,0.04,6553.5,6553.5,19.0,57.4,6553.5,65.54,0,327.7,0,655.3,36.908,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2025-03-31 00:40:01.938000+00:00,2025-03-31T00:40:02.113Z,2025-03-31T00:40:02.113Z
