objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
kiZcsHKCK2,MOOSPMv3Parser,1678986000,0.41,0.41,0.96,0.81,0.81,1.01,1.03,0.91,0.91,1.03,269.01,73.84,6.4,8.81,7.46,0.58,7.5,7.5,19.5,42.1,7.5,0.44,21.9,20.8,39.8,43.4,0,87.3,0.9,47.047688,-122.882095,26.021,0,58,446,1,e00fce68afb0ec9f5087904a,2023-03-16 17:00:01.902000+00:00,2023-03-16T17:00:02.159Z,2023-03-16T17:00:02.159Z
p2pAvSMKZB,MOOSPMv3Parser,1678986600,0.32,0.32,1.0,0.86,0.86,1.05,1.05,0.86,0.86,1.05,252.18,68.62,11.49,10.48,7.81,0.77,7.84,7.84,19.2,42.3,7.84,0.44,21.2,20.9,40.9,42.6,0,100.4,1.0,47.047615,-122.882103,38.122002,8,58,599,1,e00fce68afb0ec9f5087904a,2023-03-16 17:10:01.891000+00:00,2023-03-16T17:10:02.092Z,2023-03-16T17:10:02.092Z
EOSXO6L4nF,MOOSPMv3Parser,1678987200,0.4,0.4,0.93,0.86,0.86,0.97,0.97,0.91,0.91,0.97,253.81,68.02,17.76,8.6,7.28,0.87,7.3,7.31,19.4,41.6,7.31,0.44,21.0,21.2,41.2,41.9,0,100.0,1.0,47.047531,-122.882088,28.348,6,58,599,1,e00fce68afb0ec9f5087904a,2023-03-16 17:20:01.890000+00:00,2023-03-16T17:20:02.094Z,2023-03-16T17:20:02.094Z
wjMojViGAD,MOOSPMv3Parser,1678987800,0.35,0.35,0.88,0.68,0.68,0.93,0.93,0.72,0.72,0.93,236.7,64.91,23.73,8.98,6.93,0.13,6.95,6.95,19.3,41.2,6.95,0.43,20.8,21.2,41.6,41.7,0,100.0,1.0,47.047623,-122.882187,24.299999,7,58,599,1,e00fce68afb0ec9f5087904a,2023-03-16 17:30:01.932000+00:00,2023-03-16T17:30:02.207Z,2023-03-16T17:30:02.207Z
vnoxcyHGBc,MOOSPMv3Parser,1678988400,0.15,0.15,0.68,0.44,0.44,0.71,0.71,0.45,0.45,0.71,209.35,55.74,28.26,5.41,5.31,0.25,5.32,5.32,19.2,41.2,5.32,0.42,20.6,21.1,41.7,41.5,0,100.0,1.0,47.047638,-122.882095,25.698,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-16 17:40:01.943000+00:00,2023-03-16T17:40:02.166Z,2023-03-16T17:40:02.166Z
1qhmyFhANg,MOOSPMv3Parser,1678989000,0.06,0.06,0.63,0.27,0.27,0.66,0.66,0.28,0.28,0.66,185.13,51.26,32.48,5.66,4.9,0.34,4.92,4.92,19.1,41.3,4.92,0.43,20.5,21.1,42.3,41.6,0,99.5,1.0,47.047459,-122.882141,12.509,6,58,600,1,e00fce68afb0ec9f5087904a,2023-03-16 17:50:01.938000+00:00,2023-03-16T17:50:02.197Z,2023-03-16T17:50:02.197Z
