"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","uUQfPd3KO4","MOOSPMv3Parser",1678290540,0,0,0.14,0,0,0.15,0.15,0,0,0.15,11.48,3.83,60.78,1.35,1.14,0,1.14,1.14,20.6,38.2,1.14,0.47,0,21.6,0,43.5,0,56.8,1,47.047615,-122.882027,57.346001,6,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:49:02,2023-03-08 15:49:02,2023-03-08 15:49:02,2023-03-08
"2","PsziOawKWy","MOOSPMv3Parser",1678290600,0,0,0.12,0,0,0.13,0.13,0,0,0.13,16.26,4.54,61.65,0.2,0.99,0,0.99,0.99,20.6,38.2,1,0.47,0,21.6,0,43.5,0,56,1,47.047615,-122.882027,57.346001,6,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:50:02,2023-03-08 15:50:02,2023-03-08 15:50:02,2023-03-08
"3","Rjek1gROhW","MOOSPMv3Parser",1678290660,0,0,0.14,0,0,0.15,0.15,0,0,0.15,5.29,0.94,62.62,0,1.11,0,1.11,1.11,20.6,38.1,1.11,0.47,0,21.6,0,43.5,0.004,56,1,47.047615,-122.882027,57.346001,6,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:51:02,2023-03-08 15:51:02,2023-03-08 15:51:02,2023-03-08
"4","wv4jAxNzAS","MOOSPMv3Parser",1678290720,0,0,0.19,0,0,0.2,0.2,0,0,0.2,0.06,0.02,63.89,0,1.46,0,1.46,1.46,20.6,38.1,1.46,0.47,0,21.6,0,43.5,0,56,1,47.047615,-122.882027,57.346001,6,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:52:02,2023-03-08 15:52:02,2023-03-08 15:52:02,2023-03-08
"5","GwSsJ48Wgt","MOOSPMv3Parser",1678290780,0,0,0.18,0,0,0.19,0.19,0,0,0.19,4.85,1.17,65.18,0.1,1.46,0,1.47,1.47,20.6,38.1,1.47,0.47,0,21.6,0,43.4,0,56,1,47.047615,-122.882027,57.352001,0,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:53:02,2023-03-08 15:53:02,2023-03-08 15:53:02,2023-03-08
"6","u2Gadn7iiu","MOOSPMv3Parser",1678290840,0,0,0.2,0,0,0.21,0.21,0,0,0.21,7.1,1.92,66.62,0.29,1.66,0,1.66,1.66,20.6,38,1.66,0.47,0,21.7,0,43.4,0,55.5,1,47.047646,-122.882172,41.695999,6,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:54:02,2023-03-08 15:54:02,2023-03-08 15:54:02,2023-03-08
"7","Avch7tr8bU","MOOSPMv3Parser",1678290900,0,0,0.14,0,0,0.15,0.15,0,0,0.15,22.04,6.04,67.61,1.21,1.14,0,1.14,1.14,20.6,38.1,1.14,0.48,0,21.7,0,43.7,0,55,1,47.047646,-122.882172,41.695999,6,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:55:02,2023-03-08 15:55:02,2023-03-08 15:55:02,2023-03-08
"8","dM3wJhGzPw","MOOSPMv3Parser",1678290960,0,0,0.1,0,0,0.1,0.1,0,0,0.1,25.65,6.47,68.3,0.43,0.78,0,0.78,0.78,20.7,38.1,0.78,0.48,0,21.7,0,43.5,0,55,1,47.047646,-122.882172,41.695999,6,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:56:02,2023-03-08 15:56:02,2023-03-08 15:56:02,2023-03-08
"9","1I8OygTbJR","MOOSPMv3Parser",1678291020,0,0,0.15,0,0,0.16,0.16,0,0,0.16,9.18,2.69,69.3,0.8,1.14,0,1.15,1.15,20.7,38.1,1.15,0.48,0,21.7,0,43.3,0.002,54.9,1,47.047646,-122.882172,41.695999,6,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:57:02,2023-03-08 15:57:02,2023-03-08 15:57:02,2023-03-08
"10","f4CW8JuNku","MOOSPMv3Parser",1678291080,0,0,0.15,0,0,0.17,0.17,0,0,0.17,17.71,3.43,70.35,0.88,1.21,0,1.21,1.21,20.7,38,1.21,0.48,0,21.7,0,43,0,54,1,47.047646,-122.882172,41.695999,6,58,60,1,"e00fce68afb0ec9f5087904a",2023-03-08 15:58:02,2023-03-08 15:58:02,2023-03-08 15:58:02,2023-03-08
