"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","rOzhNpyuat","MOOSPMPSParser",1658966460,1.79,1.79,3.13,3,0.28,3.31,3.31,3.34,0.31,3.31,676.33,179.98,139266.58,28.65,24.93,1.63,24.99,25,0.5,0.17,25,0.45,20.3,39.4,29.1,42,"e00fce6835b6173deb1a1f49",2022-07-28 00:00:58,2022-07-28 00:00:58,2022-07-28 00:00:58,2022-07-28
"2","B3UQkr5aGr","MOOSPMPSParser",1658966760,4.92,4.92,3.7,6.36,0.57,3.91,3.91,6.7,0.59,3.91,1024.96,294.32,13000.41,34.6,29.46,1.51,29.53,29.54,0.27,0.19,29.55,0.48,25.1,25.3,37.462,42,"e00fce68a145996ae3d821b8",2022-07-28 00:06:02,2022-07-28 00:06:02,2022-07-28 00:06:02,2022-07-28
"3","zq96FWWUrs","MOOSPMPSParser",1658966761,3.57,3.57,2.98,6.09,0.56,3.15,3.15,6.46,0.61,3.15,804.33,226.71,174133.5,41.91,23.68,4.58,23.75,23.76,0.58,0.18,23.76,0.44,28.4,27.3,43.878,42,"e00fce68f8f5a1da595c7249",2022-07-28 00:06:03,2022-07-28 00:06:03,2022-07-28 00:06:03,2022-07-28
"4","DcE7oXka6U","MOOSPMPSParser",1658967060,1.92,1.92,2.73,3.12,0.28,2.89,2.89,3.54,0.29,2.89,705.94,191.17,139482.62,26.59,21.76,1.85,21.81,21.82,0.47,0.18,21.82,0.45,19.6,41,28.585,42,"e00fce6835b6173deb1a1f49",2022-07-28 00:10:58,2022-07-28 00:10:58,2022-07-28 00:10:58,2022-07-28
"5","xTcqVEYybG","MOOSPMPSParser",1658967360,4.73,4.73,3.72,6.15,0.64,3.93,3.93,6.67,0.73,3.93,973.66,285.3,13264.29,34.19,29.61,1.33,29.68,29.69,0.51,0.41,29.7,0.47,24.7,25.8,37.303,42,"e00fce68a145996ae3d821b8",2022-07-28 00:16:02,2022-07-28 00:16:02,2022-07-28 00:16:02,2022-07-28
"6","lTjLQZ825h","MOOSPMPSParser",1658967361,3.76,3.76,3.05,6.27,0.56,3.22,3.22,6.65,0.61,3.22,840.41,237.25,174356.47,43.67,24.24,4.64,24.31,24.32,0.7,0,24.32,0.41,28.1,27.4,43.877,42,"e00fce68f8f5a1da595c7249",2022-07-28 00:16:03,2022-07-28 00:16:03,2022-07-28 00:16:03,2022-07-28
"7","FCyiyjOwr7","MOOSPMPSParser",1658967660,1.95,1.95,2.63,3.34,0.28,2.78,2.78,3.53,0.33,2.78,739.11,195.71,139676.34,30.45,20.92,1.92,20.97,20.98,0.25,0.04,20.98,0.46,18.8,43.2,28.704,42,"e00fce6835b6173deb1a1f49",2022-07-28 00:20:58,2022-07-28 00:20:58,2022-07-28 00:20:58,2022-07-28
"8","0uMOF4ZeiK","MOOSPMPSParser",1658967960,5.11,5.11,3.89,6.48,0.66,4.11,4.11,7.16,0.68,4.11,1032.1,302.74,13534.23,33.74,30.95,1.81,31.02,31.03,0.65,0.28,31.04,0.47,24.2,26.9,37.364,42,"e00fce68a145996ae3d821b8",2022-07-28 00:26:02,2022-07-28 00:26:02,2022-07-28 00:26:02,2022-07-28
"9","0QWLVYUFSB","MOOSPMPSParser",1658967961,3.71,3.71,3.54,6.17,0.58,3.75,3.75,6.69,0.58,3.75,834.93,234.57,174587.86,40.84,28.19,4.64,28.28,28.29,0.94,0.09,28.29,0.42,28.1,26.8,44.39,42,"e00fce68f8f5a1da595c7249",2022-07-28 00:26:03,2022-07-28 00:26:03,2022-07-28 00:26:03,2022-07-28
"10","CeKTfbkZGt","MOOSPMPSParser",1658968260,2.6,2.6,3.16,3.8,0.48,3.34,3.34,4.05,0.53,3.34,844.71,222.51,139871.45,31.98,25.12,1.52,25.18,25.19,0.34,0.07,25.2,0.45,19,40.2,28.161,42,"e00fce6835b6173deb1a1f49",2022-07-28 00:30:58,2022-07-28 00:30:59,2022-07-28 00:30:59,2022-07-28
"11","VYDacSgd7g","MOOSPMPSParser",1658968560,5.13,5.13,3.94,6.43,0.68,4.17,4.17,6.91,0.69,4.17,1036.77,302.78,13810.95,35.38,31.38,1.23,31.46,31.47,0.48,0.35,31.48,0.47,24,27.4,37.027,42,"e00fce68a145996ae3d821b8",2022-07-28 00:36:02,2022-07-28 00:36:02,2022-07-28 00:36:02,2022-07-28
"12","0Wa7HsmIfA","MOOSPMPSParser",1658968561,3.83,3.83,3.3,6.06,0.67,3.49,3.49,6.43,0.67,3.49,842.18,236.84,174810.92,42.02,26.28,2.85,26.36,26.37,0.6,0.08,26.38,0.43,28.1,28,41.644,42,"e00fce68f8f5a1da595c7249",2022-07-28 00:36:03,2022-07-28 00:36:03,2022-07-28 00:36:03,2022-07-28
"13","7TzFBazjpY","MOOSPMPSParser",1658968860,2.51,2.51,2.57,4.02,0.42,2.72,2.72,4.15,0.42,2.72,837.67,222.09,140068.89,32.78,20.47,1.26,20.53,20.53,0.14,0.14,20.54,0.47,19.2,38.2,29.263,42,"e00fce6835b6173deb1a1f49",2022-07-28 00:40:58,2022-07-28 00:40:58,2022-07-28 00:40:58,2022-07-28
"14","bgELfCZvKI","MOOSPMPSParser",1658969160,5.07,5.07,3.84,6.44,0.71,4.07,4.07,6.96,0.71,4.07,1022.85,298.19,14076.29,34.65,30.6,1.53,30.68,30.69,0.39,0.3,30.7,0.48,23.9,28.1,36.041,42,"e00fce68a145996ae3d821b8",2022-07-28 00:46:02,2022-07-28 00:46:02,2022-07-28 00:46:02,2022-07-28
"15","duTnsrKIoB","MOOSPMPSParser",1658969161,3.59,3.59,3.11,5.83,0.61,3.28,3.28,6.38,0.72,3.28,828.86,232.1,175036.06,40.19,24.71,3.44,24.79,24.79,0.83,0.44,24.8,0.43,28.1,27.3,43.04,42,"e00fce68f8f5a1da595c7249",2022-07-28 00:46:03,2022-07-28 00:46:03,2022-07-28 00:46:03,2022-07-28
